project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 16),risk_index components,comment_on_priority
xserver-xorg-core,xorg-server,2:1.12.4-6+deb7u5,Xorg X server - core server,,27,https://security-tracker.debian.org/tracker/source-package/xorg-server,https://www.openhub.net/projects/xserver-xorg-driver-ati,xserver-xorg-driver-ati,,,,12,165,49507,C,,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",99612,,,0,0,0,7,"Website points: 1, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",X development is transitioning towards Wayland.
apache2-mpm-worker,apache2,2.2.22-13+deb7u3,Apache HTTP Server - high speed threaded model,http://httpd.apache.org/,47,https://security-tracker.debian.org/tracker/source-package/apache2,https://www.openhub.net/projects/apache,Apache HTTP Server,"The Apache HTTP Server Project is a collaborative software development effort aimed at creating a robust, commercial-grade, feature-rich, and freely-available source code implementation of an HTTP (Web) server. The project is jointly managed by a group of volunteers located around the world, using the Internet and the Web to communicate, plan, and develop the server and its related documentation. This project is part of the Apache Software Foundation. In addition, hundreds of users have contributed ideas, code, and documentation to the project.",http://httpd.apache.org/,http://httpd.apache.org/download.cgi,30,117,1760653,C,apache_2,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Very large, active development team",16235,C,Program,1,0,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0","Vitally important.  Note, however, that there's already large development & review team in place."
libpng12-0,libpng,1.2.49-1,PNG library - runtime,http://libpng.org/pub/png/libpng.html,20,https://security-tracker.debian.org/tracker/source-package/libpng,https://www.openhub.net/projects/libpng,libpng,"libpng is the official PNG reference library. It supports almost all PNG features, is extensible, and has been extensively tested for over 17 years.

libpng is available as ANSI C source code and requires zlib 1.0.4 or later (1.2.3 or 1.1.4 recommended due to potential security vulnerabilities in earlier versions). In addition to the main library sources, libpng includes the rpng, rpng2 and wpng demo programs, the pngminus demo program, a subset of Willem van Schaik's PngSuite test images, and Willem's VisualPng demo program.  Configure, CMake, Visualc projects, and various makefiles are included for building libpng.

Libpng is under the libpng license.",http://www.libpng.org/pub/png/libpng.html,http://sourceforge.net/project/showfiles.php?group_id=5624,5,10,407995,C,libpng,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Average size development team,153194,C,Shared Library,0,1,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0","Widely-used format that is decompressed and provided by attackers. HAS Home Page, Can Access Source code, Not much activity - just warnings about CVEs that were fixed. +++"
gnutls-bin,gnutls26 (2.12.20-8+deb7u2),3.0.22-3+really2.12.20-8+deb7u2,GNU TLS library - commandline utilities,http://www.gnutls.org/,21,https://security-tracker.debian.org/tracker/source-package/gnutls26,https://www.openhub.net/projects/gnutls,GnuTLS,"GnuTLS is a secure communications library implementing the SSL and TLS protocols and technologies around them. It provides a simple C language application programming interface (API) to access the secure communications protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and other required structures. It is aimed to be portable and efficient with focus on security and interoperability.",http://www.gnutls.org,,21,79,185927,C,gpl3_or_later lgpl21_or_later,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",3291,,,1,0,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0",See GnuTLS.
libpolarssl-runtime,polarssl,1.2.9-1~deb7u3,lightweight crypto and SSL/TLS library,http://polarssl.org,13,https://security-tracker.debian.org/tracker/source-package/polarssl,https://www.openhub.net/projects/polarssl,PolarSSL,"PolarSSL is a light-weight open-source cryptographic library for embedded systems.

Its designed to be:
 -    Low profile
 -   Self contained
 -   Easy to implement
 -   Very modular
 -   Easily expandable

It provides standard crypto blocks for: AES, Camellia, SHA-1, SHA-256, SHA512, X.509 certificates, etc. as well as higher lever protocols: SSL v3, TLS v1.0, TLS v1.1 and TLS v1.2.

PolarSSL has been ported on a number of architectures, including ARM, PowerPC, MIPS, and Motorola 68000. Its already small memory footprint can be easily reduced to 50k for a basic SSL client or server, by modifying a single .h configuration file. PolarSSL is currently used in several open-source (GPL) and closed-source projects, such as Adobe's flash player.",https://polarssl.org,https://polarssl.org/download,17,27,78084,C,commercial_license gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",38,,,1,0,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0",SSL/TLS library.  Protocol is important.  This implementation is less widely used.
yum,,3.2.25-2,Advanced front-end for rpm,http://yum.baseurl.org/,1,https://security-tracker.debian.org/tracker/source-package/yum,https://www.openhub.net/projects/yum,yum,Yum is an automatic updater and package installer/remover for rpm systems. It automatically computes dependencies and figures out what things should occur to install packages. It makes it easier to maintain groups of machines without having to manually update each one using rpm.,http://yum.baseurl.org/,http://yum.baseurl.org/wiki/releases,3,98,148840,Python,gpl,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Small development team,766,,Program,1,0,0,7,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 0, Language: 0, Exposure: 2 , Data only: 0","This is used by RPM-based systems to download/install programs.
It is anticipated that this will be replaced with DNF in
Fedora at least (https://lwn.net/Articles/580223/)."
clamav,,0.98.5+dfsg-0+deb7u1,anti-virus utility for Unix - command-line interface,http://www.clamav.net/,33,https://security-tracker.debian.org/tracker/source-package/clamav,https://www.openhub.net/projects/clamav,Clam AntiVirus,"Clam AntiVirus (ClamAV) is an anti-virus toolkit for Unix. The main purpose of this software is the integration with mail servers (attachment scanning). The package provides a flexible and scalable multi-threaded daemon, a commandline scanner, and a tool for automatic updating via Internet. The programs are based on a shared library distributed with the Clam AntiVirus package, which you can use in your own software.",https://github.com/vrtadmin/clamav-devel,https://github.com/vrtadmin/clamav-devel/downloads,8,163,2910592,C++,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",13561,C,,1,1,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0",
subversion,,1.6.17dfsg-4+deb7u6,Advanced version control system,http://subversion.apache.org/,30,https://security-tracker.debian.org/tracker/source-package/subversion,https://www.openhub.net/projects/subversion,Apache Subversion,"Subversion has rapidly become the version control standard and it is rapidly replacing open source and commercial solutions around the world.
Subversion enables globally distributed software development teams to efficiently version and share source code. The open source Subversion project was started in early 2000 by CollabNet, the primary corporate sponsor of Subversion.

Key Capabilities:
- Versioned directories
- Atomic commits
- Efficient handling of binary files
- Quick branching and tagging
- Directory and file meta data
- Merge tracking
- Natively client-server
- Minimal server and network requirements
- Low admin overhead
- Good security

more at: http://subversion.apache.org/


Read Submerged, a blog about Subversion at http://blogs.open.collab.net/svn",http://subversion.apache.org/,http://subversion.apache.org/packages.html,21,176,615914,C,apache_2,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",36447,,,0,1,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0",
bzr,,2.6.0~bzr6526-1,easy to use distributed version control system,http://bazaar-vcs.org,1,https://security-tracker.debian.org/tracker/source-package/bzr,https://www.openhub.net/projects/bzr-svn,Bazaar Subversion Plugin,Plugin that provides support for Subversion branches to Bazaar.,http://bazaar-vcs.org/BzrSvn,https://launchpad.net/bzr-svn,0,37,27434,Python,gpl3_or_later,Stable Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,No recent development activity,4942,Python,,0,1,0,7,"Website points: 0, CVE: 1, 12-month contributor: 5, Popularity: 0, Language: 0, Exposure: 1 , Data only: 0",
vlc,,2.0.3-5+deb7u1,multimedia player and streamer,http://www.videolan.org/vlc/,47,https://security-tracker.debian.org/tracker/source-package/vlc,https://www.openhub.net/projects/vlc,VLC media player,"VLC - the cross-platform media player and streaming server

VLC media player is a highly portable multimedia player for various audio and video formats (MPEG-1, MPEG-2, MPEG-4, DivX, mp3, ogg, ...) as well as DVDs, VCDs, and various streaming protocols. It can also be used as a server to stream in unicast or multicast in IPv4 or IPv6 on a high-bandwidth network.",http://videolan.org/,http://www.videolan.org/vlc/,102,709,612716,C,gpl lgpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",53575,,,0,1,0,7,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0",
adduser,,3.113+nmu3,add and remove users and groups,http://alioth.debian.org/projects/adduser/,0,https://security-tracker.debian.org/tracker/source-package/adduser,https://www.openhub.net/projects/adduser,adduser,,,,0,4,2646,Perl,,Stable Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,No recent development activity,169884,Perl,,0,0,0,6,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
apt-listchanges,,2.85.11,package change history notification tool,,0,https://security-tracker.debian.org/tracker/source-package/apt-listchanges,https://www.openhub.net/projects/8066,apt-listchanges,"apt-listchanges is a tool to show what has been changed in a new
 version of a Debian package, as compared to the version currently
 installed on the system.  It does this by extracting the relevant
 entries from the Debian changelog file, and the NEWS.Debian file.
 .
 It can be run on several .deb archives at a time to get a list of all
 of the changes that would be effected by installing or upgrading a
 group of packages.  It can be configured to do this automatically
 during upgrades using apt.",http://packages.debian.org/apt-listchanges,http://packages.debian.org/apt-listchanges,0,2,994,Python,gpl,,,,,135160,,Program,0,0,0,6,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
bsdutils,util-linux (2.20.1-5.3),1:2.20.1-5.3,Basic utilities from 4.4BSD-Lite,http://userweb.kernel.org/~kzak/util-linux/,4,https://security-tracker.debian.org/tracker/source-package/util-linux,https://www.openhub.net/projects/Util-linux-ng,util-linux,util-linux is a random collection of Linux utilities,https://raw.githubusercontent.com/karelzak/util-linux/master/README,http://ftp.kernel.org/pub/linux/utils/util-linux-ng/,81,405,120553,C,bsd gpl3_or_later lgpl21_or_later Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",169894,C,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
busybox,,1:1.20.0-7,Tiny utilities for small and embedded systems,http://www.busybox.net,5,https://security-tracker.debian.org/tracker/source-package/busybox,https://www.openhub.net/projects/busybox,BusyBox,"BusyBox combines tiny versions of many common UNIX utilities into a single small executable. It provides replacements for most of the utilities you usually find in GNU fileutils, shellutils, etc. The utilities in BusyBox generally have fewer options than their full-featured GNU cousins; however, the options that are included provide the expected functionality and behave very much like their GNU counterparts. BusyBox provides a fairly complete environment for any small or embedded system.

BusyBox has been written with size-optimization and limited resources in mind. It is also extremely modular so you can easily include or exclude commands (or features) at compile time. This makes it easy to customize your embedd",http://busybox.net/,http://busybox.net/download.html,41,250,175036,C,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Very large, active development team",166884,,Program,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
hostname,,3.11,utility to set/show the host name or domain name,,0,https://security-tracker.debian.org/tracker/source-package/hostname,,,,,,,,,,,,,,,169894,C,,0,0,0,6,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",Relatively small functionality.
installation-report,,2.49,system installation report,,0,https://security-tracker.debian.org/tracker/source-package/installation-report,https://www.openhub.net/projects/installation-report,installation-report,,,,2,66,468,shell script,,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Small development team,162957,,Program,0,0,0,6,"Website points: 1, CVE: 0, 12-month contributor: 4, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
less,,444-4,pager program similar to more,http://www.greenwoodsoftware.com/less/,1,https://security-tracker.debian.org/tracker/source-package/less,,,,,,,,,,,,,,,164427,C,Program,0,0,0,6,"Website points: 0, CVE: 1, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",Less likely to be a security vulnerability :-).
libacl1,acl,2.2.51-8,Access control list shared library,http://savannah.nongnu.org/projects/acl/,0,https://security-tracker.debian.org/tracker/source-package/acl,,,,,,,,,,,,,,,169898,C,Shared Library,0,0,1,6,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0","Access control-related, so of concern."
libaudit0,audit,1:1.7.18-1.1,Dynamic library for security auditing,http://people.redhat.com/sgrubb/audit/,0,https://security-tracker.debian.org/tracker/source-package/audit,,,,,,,,,,,,,,,75354,C,Shared Library,0,0,1,6,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0","Audit framework for Debian, many other components depend on it.  Useful for detecting problems. Project infrastructure at Red Hat. SVN repo available. Most recent code change 2 months ago. Mailing lists and IRC exist. v2.4 release 10/2014, plans exist for v2.5 and 2.6. Couldn't find an issue tracker. ++"
libblkid1,util-linux,2.20.1-5.3,block device id library,http://userweb.kernel.org/~kzak/util-linux/,4,https://security-tracker.debian.org/tracker/source-package/util-linux,https://www.openhub.net/projects/Util-linux-ng,util-linux,util-linux is a random collection of Linux utilities,https://raw.githubusercontent.com/karelzak/util-linux/master/README,http://ftp.kernel.org/pub/linux/utils/util-linux-ng/,81,405,120553,C,bsd gpl3_or_later lgpl21_or_later Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",169900,C,Shared Library,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libept1.4.12,libept,1.0.9,High-level library for managing Debian package information,,0,https://security-tracker.debian.org/tracker/source-package/libept,,,,,,,,,,,,,,,129952,C++,Development Library,0,0,0,6,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0","Should primarily be managing data from trusted source; if it ensures data source okay, less risky."
libgl1-mesa-dri,mesa,8.0.5-4+deb7u2,free implementation of the OpenGL API -- DRI modules,http://mesa3d.sourceforge.net/,4,https://security-tracker.debian.org/tracker/source-package/mesa,https://www.openhub.net/projects/mesa,Mesa,"Mesa is an open-source implementation of the OpenGL specification - a system for rendering interactive 3D graphics.

A variety of device drivers allows Mesa to be used in many different environments ranging from software emulation to complete hardware acceleration for modern GPUs.

Mesa ties into several other open-source projects: the Direct Rendering Infrastructure and X.org to provide OpenGL support to users of X on Linux, FreeBSD and other operating systems.",http://sourceforge.net/projects/mesa3d,,167,682,1037410,C,mit,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",113945,,Shared Library,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libgpgme11,gpgme1.0,1.2.0-1.4+deb7u1,GPGME - GnuPG Made Easy,,1,https://security-tracker.debian.org/tracker/source-package/gpgme1.0,https://www.openhub.net/projects/gpgme,GPGME,"GnuPG Made Easy (GPGME) is a library designed to make access to GnuPG easier for applications. It provides a High-Level Crypto API for encryption, decryption, signing, signature verification and key management. Currently it uses GnuPG as its backend but the API isn't restricted to this engine; in fact we have already developed a backend for CMS (S/MIME).",http://www.gnupg.org/gpgme.html,http://www.gnupg.org/download/index.html#gpgme,4,16,71180,C,lgpl,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Average size development team,148645,C,Shared Library,1,0,0,6,"Website points: 0, CVE: 1, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Vital for protecting email (see gpg) Git repo available. Issue tracker site uses self-signed cert; it's concerning that a user would have to compromise the HTTPS security model just to view and interact with the bug tracker. Openhub doesn't reflect their mailing lists in *multiple languages*. Appears to be actively maintained mostly by one dev, but notably just got donations supporting him for the next 2-3 years. ++"
libgssglue1,libgssglue,0.4-2,mechanism-switch gssapi library,http://www.citi.umich.edu/projects/nfsv4/linux/,1,https://security-tracker.debian.org/tracker/source-package/libgssglue,,,,,,,,,,,,,,,132579,,Shared Library,1,0,0,6,"Website points: 0, CVE: 1, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 2 , Data only: 0",Vital for systems that use it; amount of use unclear.
liblocale-gettext-perl,liblocale-gettext-perl (1.05-7),1.05-7+b1,module using libc functions for internationalization in Perl,http://search.cpan.org/dist/gettext/gettext.pm,0,https://security-tracker.debian.org/tracker/source-package/liblocale-gettext-perl,https://www.openhub.net/projects/catatylstgettex,Catalyst::Plugin::I18N::Gettext,The Perl module Catalyst::Plugin::I18N::Gettext is a internationalization plugin using GNU gettext in the Catalyst framework without using module Locale::Maketext.,http://sourceforge.net/projects/catatylstgettex/,,0,1,290,Perl,,Stable Y-O-Y development activity,Short source control history,Average number of code comments,No recent development activity,169765,,,0,0,0,6,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libmount1,util-linux,2.20.1-5.3,block device id library,http://userweb.kernel.org/~kzak/util-linux/,4,https://security-tracker.debian.org/tracker/source-package/util-linux,https://www.openhub.net/projects/util-linux-ng,util-linux,util-linux is a random collection of Linux utilities,https://raw.githubusercontent.com/karelzak/util-linux/master/README,http://ftp.kernel.org/pub/linux/utils/util-linux-ng/,81,405,120553,C,bsd gpl3_or_later lgpl21_or_later Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",135560,C,Shared Library,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libsqlite3-0,sqlite3,3.7.13-1+deb7u1,SQLite 3 shared library,http://www.sqlite.org/,5,https://security-tracker.debian.org/tracker/source-package/sqlite3,https://www.openhub.net/projects/sqlite,SQLite,"SQLite is a small C library that implements a self-contained, embeddable, zero-configuration SQL database engine. Implements most of SQL92 and ACID (atomic, consistent, isolated, and durable) transactions; no setup or administration needed.",http://sqlite.org/,http://sqlite.org/download.html,4,30,235125,C,Public_Domain,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,Average size development team,169160,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libtirpc1,libtirpc,0.2.2-5,transport-independent RPC library,,1,https://security-tracker.debian.org/tracker/source-package/libtirpc,https://www.openhub.net/projects/libtirpc,libtirpc,Libtirpc is a port of Suns Transport-Independent RPC library to Linux. It's being developed by the Bull GNU/Linux NFSv4 project. Note: The SVN Repository on this site is *not* used. Use the git://git.infradead.org/~steved/libtirpc.git GIT tree,http://sourceforge.net/projects/libtirpc,,9,31,18347,C,,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",118553,,Shared Library,1,0,0,6,"Website points: 0, CVE: 1, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","RPC library, used by NFS."
libuuid1,util-linux,2.20.1-5.3,Universally Unique ID library,http://userweb.kernel.org/~kzak/util-linux/,4,https://security-tracker.debian.org/tracker/source-package/util-linux,https://www.openhub.net/projects/util-linux-ng,util-linux,util-linux is a random collection of Linux utilities,https://raw.githubusercontent.com/karelzak/util-linux/master/README,http://ftp.kernel.org/pub/linux/utils/util-linux-ng/,81,405,120553,C,bsd gpl3_or_later lgpl21_or_later Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",169892,C,Shared Library,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libx11-6,libx11,2:1.5.0-1+deb7u1,X11 client-side library,,4,https://security-tracker.debian.org/tracker/source-package/libx11,https://www.openhub.net/projects/libx11,libX11,git://anongit.freedesktop.org/xorg/lib/libX11,https://github.com/mirror/libX11,https://github.com/mirror/libX11/downloads,7,136,221808,C,,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",167543,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libx11-data,libx11,2:1.5.0-1+deb7u1,X11 client-side library,,4,https://security-tracker.debian.org/tracker/source-package/libx11,https://www.openhub.net/projects/libx11,libX11,git://anongit.freedesktop.org/xorg/lib/libX11,https://github.com/mirror/libX11,https://github.com/mirror/libX11/downloads,7,136,221808,C,,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",167500,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxfont1,libxfont,1:1.4.5-4,X11 font rasterisation library,,8,https://security-tracker.debian.org/tracker/source-package/libxfont,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",116868,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
linux-base,,3.5,Linux image base package,,0,https://security-tracker.debian.org/tracker/source-package/linux-base,,,,,,,,,,,,,,,159593,C,Program,0,0,0,6,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",These are small scripts and utilities for the Linux kernel.
linux-headers-3.2.0-4-common,linux,3.2.63-2+deb7u2,Common header files for Linux 3.2.0-4,,403,https://security-tracker.debian.org/tracker/source-package/linux,https://www.openhub.net/projects/linux,Linux Kernel,"Linux is a free software kernel, which combined with the GNU libraries, core utils and shell form the GNU/Linux operating system.

!!!PLEASE!!! DO NOT REMOVE git://git.kernel.org/pub/scm/linux/kernel/git/tglx/history.git enlistment. It contains historical pre-2.6.12 commit data.",http://kernel.org/,,3714,14514,18036029,C,GNU_General_Public_License_v2_0_only,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",36073,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
linux-libc-dev,linux,3.2.63-2+deb7u2,Linux support headers for userspace development,,403,https://security-tracker.debian.org/tracker/source-package/linux,https://www.openhub.net/projects/linux,Linux Kernel,"Linux is a free software kernel, which combined with the GNU libraries, core utils and shell form the GNU/Linux operating system.

!!!PLEASE!!! DO NOT REMOVE git://git.kernel.org/pub/scm/linux/kernel/git/tglx/history.git enlistment. It contains historical pre-2.6.12 commit data.",http://kernel.org/,,3714,14514,18036029,C,GNU_General_Public_License_v2_0_only,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",114294,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
login,shadow,1:4.1.5.1-1,system login tools,http://pkg-shadow.alioth.debian.org/,2,https://security-tracker.debian.org/tracker/source-package/shadow,https://www.openhub.net/projects/shadow-tool-suite,Shadow Tool Suite,"The shadow tool suite contains the following commands among others: login, passwd, useradd, groupadd.",http://pkg-shadow.alioth.debian.org/,http://pkg-shadow.alioth.debian.org/download.php,7,20,127125,C,bsd,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",169894,C,Program,0,0,1,6,"Website points: 0, CVE: 2, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0","Front door for local login. Has Home Page, part of shadow tool suite, Latest release May 2014, Public Repo, Somewhat active mailing list, NO issue tracker. ++"
mount,util-linux,2.20.1-5.3,Tools for mounting and manipulating filesystems,http://userweb.kernel.org/~kzak/util-linux/,4,https://security-tracker.debian.org/tracker/source-package/util-linux,https://www.openhub.net/projects/util-linux-ng,util-linux,util-linux is a random collection of Linux utilities,https://raw.githubusercontent.com/karelzak/util-linux/master/README,http://ftp.kernel.org/pub/linux/utils/util-linux-ng/,81,405,120553,C,bsd gpl3_or_later lgpl21_or_later Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",169778,,Program,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
python-chardet,chardet,2.0.1-2,universal character encoding detector,http://chardet.feedparser.org/,0,https://security-tracker.debian.org/tracker/source-package/chardet,https://www.openhub.net/projects/chardet,chardet,,,,0,1,176656,XSL Transformation,,,,,,137682,,Shared Library,0,0,0,6,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
python-debianbts,,1.11,Python interface to Debian's Bug Tracking System,,0,https://security-tracker.debian.org/tracker/source-package/python-debianbts,https://www.openhub.net/projects/python-debianbts,python-debianbts,,,,2,4,281,Python,gpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,Small development team,122211,Python,Program,0,0,0,6,"Website points: 1, CVE: 0, 12-month contributor: 4, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
telnet,netkit-telnet,0.17-36,The telnet client,,0,https://security-tracker.debian.org/tracker/source-package/netkit-telnet,,,,,,,,,,,,,,,155277,,Program,1,0,0,6,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 2 , Data only: 0",Telnet is a fundamentally insecure protocol and is being phased out in most locations.
util-linux,,2.20.1-5.3,Miscellaneous system utilities,http://userweb.kernel.org/~kzak/util-linux/,4,https://security-tracker.debian.org/tracker/source-package/util-linux,https://www.openhub.net/projects/util-linux-ng,util-linux,util-linux is a random collection of Linux utilities,https://raw.githubusercontent.com/karelzak/util-linux/master/README,http://ftp.kernel.org/pub/linux/utils/util-linux-ng/,81,405,120553,C,bsd gpl3_or_later lgpl21_or_later Public_Domain,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",169889,,,0,0,0,6,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
w3m,,0.5.3-8,WWW browsable pager with excellent tables/frames support,http://sourceforge.net/projects/w3m,1,https://security-tracker.debian.org/tracker/source-package/w3m,https://www.openhub.net/projects/w3m,w3m,"w3m is a pager/text-based WWW browser. It is similar to Lynx, but handles some things like page navigation differently. It can render tables and frames (by converting frames into tables) or display a document given from standard input. It can also be used with mouse in an xterm or in a gpm-driven console, and it is small.",http://w3m.sourceforge.net,http://sourceforge.net/project/showfiles.php?group_id=39518,17,28,166972,C,mit,Stable Y-O-Y development activity,"Mature, well-established codebase",Very few source code comments,"Large, active development team",149248,C,,1,0,0,6,"Website points: 0, CVE: 1, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Web browser, so can clearly process attacker data.  However, less commonly used in practice."
